@RELATION models/svm_male_female
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {male,female}

@DATA
0.050355,0.015843,2.907907,0.106726,0.146267,0.350185,0.013339,0.071476,-26.834881,1.862109,-0.399279,-0.228867,0.023197,0.232477,-0.226898,-0.240293,-0.120681,-0.318066,-0.165625,0.040388,0.133170,0.010942,0.003613,0.030424,0.017529,0.027562,0.021641,0.034426,0.004663,0.006870,0.019277,0.017414,0.005436,0.024997,0.000635,-0.000012,0.011087,0.000901,0.000762,0.005290,0.000132,0.000998,0.011005,-0.044336,-0.000788,0.007066,0.002441,-0.004108,-0.013565,0.004139,-0.005906,-0.005930,-0.001459,-0.007725,-0.001154,-0.000192,0.000004,0.000573,-0.000054,-0.000207,0.000024,-0.000141,-0.000001,-0.000139,0.000207,-0.000723,0.000036,0.000005,0.051103,0.018060,0.414380,0.046167,0.037298,0.440263,0.008377,0.079092,2.601930,1.277845,0.782051,0.628878,0.318883,0.346214,0.304998,0.291201,0.308969,0.244078,0.293105,0.290051,0.236854,0.018500,0.002939,0.044722,0.021005,0.034392,0.030512,0.034977,0.009304,0.005986,0.019414,0.025993,0.009941,0.014793,0.052663,0.021419,0.565967,0.051178,0.052568,0.426372,0.010592,0.095307,2.799825,1.190093,0.755593,0.662462,0.400934,0.397324,0.383303,0.319597,0.334587,0.299360,0.362241,0.356459,0.309322,0.024366,0.004081,0.055623,0.028298,0.042344,0.036088,0.045544,0.013370,0.008370,0.021931,0.035186,0.012508,0.016207,female
0.052241,0.030839,2.855408,0.113489,0.156668,0.307207,0.015053,0.076605,-24.612073,1.952802,-0.906434,-0.409827,0.053593,0.358322,-0.132966,-0.348994,-0.167366,-0.255097,-0.279502,-0.203418,-0.204960,0.022405,0.006383,0.034135,0.017013,0.017415,0.016383,0.012389,0.014549,0.014682,0.010628,0.014823,0.005321,0.022483,-0.000548,0.000312,0.011566,-0.000551,0.000419,-0.014181,0.000148,-0.002239,0.029753,0.011662,0.000904,0.040321,0.006324,0.051312,-0.017548,0.001108,0.022248,0.014865,0.022064,-0.028619,-0.028619,0.000669,-0.000007,0.001287,0.000308,-0.000221,-0.003210,-0.000680,0.003030,-0.000143,0.000046,0.000048,0.000011,-0.000031,0.054162,0.025611,0.442915,0.052641,0.027511,0.493728,0.008031,0.088152,1.968897,1.071358,0.901676,0.566821,0.446941,0.469530,0.314778,0.326136,0.275529,0.287561,0.280807,0.379658,0.364305,0.029508,0.011512,0.037323,0.017543,0.022925,0.028127,0.014912,0.031862,0.023380,0.018860,0.019689,0.007082,0.011829,0.058720,0.032413,0.585387,0.060473,0.036236,0.567604,0.008741,0.100296,2.423595,1.183343,0.824514,0.632880,0.467281,0.504785,0.428850,0.433474,0.330638,0.424935,0.319673,0.307130,0.331545,0.036378,0.015505,0.039230,0.018298,0.025481,0.034567,0.019247,0.041061,0.030851,0.026666,0.028832,0.009228,0.012537,female
0.062825,0.027034,2.860239,0.118990,0.148684,0.458246,0.014366,0.096068,-25.646868,1.802783,-0.392731,-0.360917,-0.003022,0.020563,-0.130242,-0.172538,-0.122615,-0.279282,-0.350651,-0.304455,-0.162499,0.021670,0.009708,0.032912,0.026982,0.020441,0.014298,0.019482,0.009857,0.006022,0.014079,0.014470,0.005423,0.024443,0.004620,-0.000002,0.020877,0.003347,0.000303,0.033085,0.000068,0.006231,-0.020096,-0.016981,0.034013,-0.006343,-0.007060,0.006891,-0.013388,-0.010258,0.010104,0.015582,0.011084,0.005944,-0.001044,-0.000113,0.000022,-0.000299,-0.000395,-0.000242,-0.000198,0.000064,-0.000028,0.000001,0.000039,-0.000102,-0.000054,-0.000097,0.057300,0.033115,0.501489,0.050738,0.033402,0.549849,0.009527,0.102982,2.725516,1.022502,0.840629,0.619178,0.455362,0.286665,0.284622,0.340122,0.231811,0.316281,0.334367,0.338998,0.383076,0.034544,0.017535,0.045597,0.028354,0.033878,0.029706,0.023892,0.019539,0.008348,0.013844,0.018153,0.008011,0.016657,0.060657,0.030774,0.635024,0.057386,0.048546,0.633165,0.010770,0.118568,2.567107,1.282720,0.721139,0.606173,0.464357,0.392578,0.355587,0.405179,0.287474,0.394613,0.387291,0.380501,0.409987,0.043734,0.020340,0.065992,0.029613,0.046929,0.043196,0.029449,0.025550,0.010425,0.017056,0.021606,0.011324,0.019959,female
0.101701,0.037312,2.852167,0.156898,0.158870,0.538134,0.012024,0.141878,-25.257476,1.603196,-0.845142,-0.368267,-0.001011,0.388186,-0.365086,-0.290239,-0.206842,-0.287564,-0.217459,-0.210752,-0.103455,0.010943,0.006996,0.015970,0.023694,0.012273,0.007345,0.010338,0.014306,0.011005,0.013385,0.011567,0.006952,0.015955,0.002004,-0.000001,0.031284,0.001901,0.000915,0.019695,0.000029,0.002193,0.005244,-0.029757,0.001710,-0.004262,-0.004169,0.000337,-0.002661,-0.005818,0.001098,0.004536,0.000077,-0.000329,0.005587,-0.000848,0.000033,-0.001166,-0.000556,-0.000027,0.000077,-0.000086,-0.000005,0.000024,-0.000036,-0.000353,0.000052,-0.000367,0.109189,0.034930,0.547525,0.094189,0.034164,0.622510,0.008993,0.158062,2.662136,0.932562,0.953191,0.571857,0.382535,0.407675,0.318541,0.305349,0.247197,0.266874,0.243537,0.243523,0.304496,0.012430,0.013903,0.015101,0.037980,0.016654,0.009042,0.010095,0.023395,0.013523,0.015658,0.014652,0.010129,0.012198,0.117918,0.042239,0.772794,0.103348,0.045433,0.694586,0.011653,0.184366,2.610267,0.846454,0.905197,0.707629,0.485239,0.411893,0.392986,0.368868,0.291233,0.278499,0.292306,0.303132,0.366170,0.016612,0.018310,0.015966,0.039208,0.020484,0.012923,0.013255,0.030511,0.016803,0.021018,0.016301,0.013765,0.014392,female
0.083681,0.029997,2.928083,0.148483,0.161762,0.501211,0.015709,0.123775,-24.929931,2.133607,-0.429280,-0.530693,-0.000406,0.283923,-0.081282,-0.178213,-0.263117,-0.120509,-0.143593,-0.107216,-0.245278,0.039893,0.003303,0.012419,0.005499,0.009990,0.022822,0.018532,0.010406,0.004037,0.011951,0.029900,0.011534,0.023143,-0.000068,0.001149,0.027820,-0.001884,-0.001199,-0.014518,0.000382,-0.001830,0.137965,0.039978,-0.042084,-0.013877,0.013556,-0.004160,0.004445,-0.006014,-0.001472,0.003333,0.003120,-0.006884,-0.014360,0.000377,-0.000054,-0.000212,-0.000079,-0.000218,-0.000156,0.000322,0.002635,-0.000119,-0.000101,-0.000305,-0.000141,0.000616,0.104295,0.020056,0.410859,0.100405,0.030316,0.616833,0.010134,0.158722,2.144628,0.866659,0.761257,0.544316,0.389912,0.373749,0.344282,0.256468,0.192809,0.250060,0.208340,0.264089,0.302361,0.043548,0.004137,0.016095,0.005466,0.016951,0.040629,0.030246,0.021619,0.004988,0.014696,0.032456,0.014647,0.014943,0.101066,0.025589,0.544380,0.101689,0.043262,0.673685,0.010773,0.175031,2.176624,1.039067,0.683474,0.538292,0.452465,0.411566,0.379719,0.313944,0.255992,0.301515,0.255812,0.313321,0.370266,0.050316,0.006028,0.019147,0.007646,0.024471,0.055865,0.041289,0.026805,0.006452,0.020742,0.040806,0.020868,0.018501,female
0.116078,0.027454,2.941020,0.171884,0.157126,0.694633,0.016596,0.175963,-24.972992,1.973993,-0.233510,-0.563846,0.099405,0.230012,-0.203969,-0.309803,-0.308513,-0.083391,-0.197001,-0.278420,-0.321165,0.054293,0.007503,0.017670,0.007058,0.003622,0.009510,0.017193,0.016745,0.004596,0.006000,0.010321,0.008084,0.021334,0.001143,-0.000030,0.024711,0.000815,-0.000439,0.018046,0.000274,0.002054,-0.012614,-0.021241,0.018035,-0.000169,0.019995,-0.011512,-0.002730,-0.008087,0.001196,-0.002340,-0.000833,-0.000960,0.003951,-0.000106,-0.000172,-0.000145,-0.000088,-0.000161,-0.000256,-0.000268,-0.000248,-0.000021,-0.000149,-0.000121,-0.000012,-0.000057,0.127999,0.019665,0.413640,0.120004,0.040604,0.772535,0.011431,0.204893,1.744934,1.116175,0.749983,0.635514,0.458337,0.373288,0.255920,0.288703,0.219122,0.184401,0.244291,0.217535,0.346342,0.062062,0.013976,0.023201,0.009824,0.003538,0.015202,0.023173,0.025431,0.005270,0.007401,0.011073,0.008793,0.018064,0.139551,0.023270,0.477151,0.130202,0.049745,0.938307,0.016030,0.247468,2.127395,1.223117,0.749201,0.677601,0.549507,0.382410,0.307435,0.321332,0.267313,0.245559,0.302335,0.278308,0.450508,0.069513,0.022097,0.033770,0.013023,0.004819,0.020211,0.034851,0.035460,0.006401,0.009706,0.014526,0.011180,0.021824,female
0.077851,0.044413,2.834574,0.150802,0.171541,0.473628,0.017872,0.113733,-25.075135,2.427137,-0.255604,-0.653794,-0.047109,0.222828,-0.226627,-0.118686,-0.301802,-0.196254,-0.220153,-0.277890,-0.313757,0.048491,0.008383,0.041041,0.014269,0.007844,0.012003,0.016740,0.014937,0.005941,0.004680,0.011217,0.006778,0.024642,0.004099,0.000309,0.014268,0.002908,0.000693,0.017677,0.000099,0.006186,0.074326,-0.023552,-0.020125,-0.005000,-0.006414,-0.006751,-0.006711,0.005966,0.016855,0.004184,-0.007120,-0.007571,0.003674,-0.001117,0.000213,-0.000491,-0.000013,-0.000036,-0.000089,-0.000132,-0.000006,0.000104,-0.000167,-0.000613,0.000006,-0.000194,0.083630,0.038277,0.544756,0.077365,0.035040,0.497432,0.016578,0.126284,2.244022,1.026157,0.729758,0.490009,0.281017,0.306211,0.309953,0.322406,0.250078,0.255034,0.261974,0.337280,0.384667,0.055731,0.011110,0.048734,0.015656,0.007947,0.019616,0.022340,0.027006,0.006279,0.005489,0.016565,0.011170,0.017902,0.085093,0.045118,0.713951,0.079857,0.049606,0.525037,0.021095,0.130083,2.527894,1.105080,0.803547,0.608542,0.339846,0.334879,0.409394,0.379762,0.335454,0.310790,0.306690,0.352875,0.392309,0.065949,0.013704,0.066321,0.017854,0.010009,0.021602,0.025727,0.036069,0.008494,0.007280,0.019670,0.014948,0.021595,female
0.099885,0.020738,2.847978,0.172326,0.171829,0.600604,0.012277,0.155611,-26.195380,2.052115,-0.486552,-0.245935,0.010264,0.272018,-0.167747,-0.247712,-0.174924,-0.173775,-0.154964,-0.085112,-0.195980,0.028968,0.007031,0.017948,0.015772,0.011605,0.020336,0.022590,0.004981,0.006660,0.011863,0.019051,0.007368,0.019753,-0.000153,0.001032,0.026900,-0.003313,-0.001817,-0.021453,0.000547,-0.005653,0.072410,0.001767,-0.052219,-0.001188,-0.016772,-0.010239,0.003749,-0.003965,-0.004643,-0.013756,0.001260,0.001282,-0.006342,-0.000565,-0.000023,-0.000211,0.000057,-0.000090,0.000221,0.003138,-0.000047,-0.000024,-0.000692,-0.000775,0.000082,0.000657,0.107283,0.019381,0.525178,0.102868,0.032501,0.643212,0.009047,0.164206,2.564969,1.045259,1.033276,0.479464,0.322732,0.361536,0.350774,0.314970,0.238260,0.208204,0.225225,0.229595,0.290696,0.032873,0.012967,0.019354,0.030562,0.013102,0.029338,0.032959,0.007414,0.010182,0.013516,0.019854,0.008354,0.014400,0.108946,0.025602,0.775281,0.094105,0.042626,0.674652,0.010481,0.163474,2.399951,1.127247,0.880497,0.527151,0.346614,0.407513,0.424842,0.340108,0.280547,0.247703,0.265953,0.307117,0.395129,0.041818,0.017521,0.024465,0.037126,0.017130,0.036603,0.041587,0.010729,0.012641,0.017437,0.025267,0.011997,0.018537,female
0.080868,0.024326,2.981518,0.139769,0.154405,0.522468,0.011562,0.116334,-24.798052,2.007434,-0.331255,-0.478897,0.022648,0.393239,-0.180267,-0.180009,-0.194338,-0.121728,-0.118436,-0.100973,-0.158595,0.019682,0.003882,0.011864,0.005465,0.014004,0.016800,0.014413,0.004259,0.004521,0.021134,0.048201,0.006742,0.021260,0.001913,-0.000038,0.027333,0.000570,-0.000656,0.015593,0.000034,0.001391,-0.046487,-0.013752,0.006636,-0.005693,-0.008765,-0.005563,0.012566,-0.005560,0.017737,-0.006621,-0.002750,0.001416,-0.003768,-0.000518,0.000074,-0.000521,-0.000258,0.000225,-0.000219,-0.000077,0.000011,-0.000115,-0.000059,-0.000232,0.000088,-0.000161,0.095274,0.018730,0.362311,0.091634,0.041821,0.593908,0.007722,0.147591,1.893117,0.972794,0.782188,0.527103,0.387045,0.384100,0.305634,0.285089,0.283022,0.228644,0.178450,0.204086,0.229235,0.021045,0.006216,0.016098,0.007100,0.015811,0.028388,0.018236,0.006547,0.005021,0.023937,0.044226,0.007526,0.013225,0.103629,0.019343,0.455810,0.096446,0.048197,0.701352,0.010881,0.182207,2.027931,1.115598,0.680711,0.594067,0.458851,0.411069,0.329299,0.321722,0.376109,0.267660,0.238728,0.242682,0.265863,0.023964,0.007307,0.020803,0.008947,0.017916,0.037915,0.023532,0.007772,0.006123,0.027652,0.045091,0.009039,0.015887,female
0.083273,0.050727,2.861739,0.140451,0.162816,0.488187,0.017492,0.126270,-24.205228,2.241160,-0.637971,-0.179402,-0.140164,0.270883,-0.122495,-0.240463,-0.213443,-0.120631,-0.330673,-0.305804,-0.245724,0.026066,0.007779,0.042969,0.027045,0.012956,0.006577,0.026197,0.009541,0.005186,0.015134,0.011909,0.006713,0.026093,0.000378,-0.000006,-0.003737,0.000408,0.000508,0.000079,0.000296,0.000484,0.058298,-0.008892,-0.044644,-0.013151,-0.004390,0.005311,-0.006272,-0.020434,0.002711,-0.004823,0.002643,-0.008095,-0.009612,0.000497,0.000023,-0.002912,0.000008,0.000014,0.000530,-0.002600,0.000104,0.000084,-0.000244,0.000382,0.000244,-0.000884,0.102708,0.042723,0.521891,0.096990,0.045634,0.767015,0.014327,0.176625,1.733724,0.892225,0.989123,0.464664,0.475138,0.318210,0.299524,0.345518,0.340211,0.259426,0.237677,0.296152,0.348319,0.033558,0.013643,0.051174,0.042976,0.016509,0.007699,0.030772,0.015236,0.006476,0.019033,0.014555,0.006444,0.016949,0.113826,0.046901,0.762684,0.108867,0.056323,0.854871,0.017744,0.205132,1.801443,1.143802,0.732728,0.516237,0.509755,0.396756,0.375396,0.381148,0.414476,0.327865,0.308656,0.352523,0.398597,0.045012,0.020548,0.056752,0.039097,0.020201,0.010209,0.027297,0.020263,0.009230,0.018357,0.019603,0.008455,0.020109,female
